,1stServesIn,1stWon,2ndWon,win
58994,62,76,47,1
58995,60,77,56,1
58996,64,78,60,1
58997,59,76,68,1
58998,73,72,44,1
58999,55,67,55,1
59000,60,79,52,1
59001,61,78,69,1
59002,67,70,61,1
59003,68,87,46,1
59004,66,73,57,1
59005,68,88,56,1
59006,52,85,60,1
59007,76,80,85,1
59008,68,78,62,1
59009,61,94,80,1
59010,66,77,77,1
59011,54,88,59,1
59012,63,69,70,1
59013,67,85,60,1
59014,55,76,42,1
59015,59,85,48,1
59016,61,76,59,1
59017,68,76,60,1
59018,69,87,47,1
59019,73,88,72,1
59020,55,90,55,1
59021,61,66,62,1
59022,70,82,60,1
59023,67,76,75,1
59024,58,82,51,1
59025,76,80,50,1
59026,64,91,59,1
59027,74,86,60,1
59028,51,78,74,1
59029,64,77,67,1
59030,60,84,44,1
59031,75,81,57,1
59032,66,78,57,1
59033,59,92,41,1
59034,60,54,51,1
59035,55,82,48,1
59036,57,79,50,1
59037,58,75,58,1
59038,72,79,42,1
59039,61,68,39,1
59040,63,80,70,1
59041,56,70,57,1
59042,58,70,38,1
59043,57,82,50,1
59044,57,90,63,1
59045,53,83,53,1
59046,64,91,50,1
59047,66,73,52,1
59048,71,75,68,1
59049,50,75,64,1
59050,74,75,42,1
59051,62,70,44,1
59052,55,75,61,1
59053,66,77,87,1
59054,59,80,52,1
59055,64,82,63,1
59056,66,69,73,1
59057,38,80,60,1
59058,64,73,62,1
59059,62,55,59,1
59060,56,75,36,1
59061,51,82,51,1
59062,58,67,56,1
59063,54,68,59,1
59064,63,86,68,1
59065,63,68,46,1
59066,56,57,58,1
59067,65,78,64,1
59068,59,76,48,1
59069,58,73,56,1
59070,65,88,76,1
59071,69,82,52,1
59072,65,70,45,1
59073,52,73,70,1
59074,68,77,55,1
59075,79,86,72,1
59076,54,75,66,1
59077,63,83,64,1
59078,60,100,83,1
59079,46,67,53,1
59080,73,79,58,1
59081,70,81,64,1
59082,67,72,43,1
59083,63,70,48,1
59084,64,60,46,1
59085,69,65,39,1
59086,60,60,48,1
59087,75,68,66,1
59088,65,68,47,1
59089,47,75,55,1
59090,72,70,44,1
59091,66,72,48,1
59092,67,78,51,1
59093,57,75,60,1
59094,69,70,76,1
59095,68,77,58,1
59096,77,86,53,1
59097,67,65,50,1
59098,59,70,59,1
59099,67,77,76,1
59100,78,75,54,1
59101,68,63,47,1
59102,63,80,55,1
59103,58,66,60,1
59104,64,66,58,1
59105,68,70,52,1
59106,54,80,44,1
59107,52,76,75,1
59108,63,72,54,1
59109,60,67,68,1
59110,62,65,47,1
59111,64,80,64,1
59112,63,77,53,1
59113,67,72,51,1
59114,51,72,45,1
59115,58,73,35,1
59116,63,75,52,1
59117,63,77,71,1
59118,47,72,60,1
59119,58,76,51,1
59120,67,74,64,1
59121,62,73,48,1
59122,57,70,63,1
59123,53,80,58,1
59124,71,92,63,1
59125,63,80,60,1
59126,66,74,48,1
59127,56,75,36,1
59128,70,81,57,1
59129,53,76,61,1
59130,50,92,62,1
59131,49,73,54,1
59132,58,80,54,1
59133,56,60,46,1
59134,56,74,57,1
59135,58,95,50,1
59136,66,72,59,1
59137,53,85,51,1
59138,51,82,62,1
59139,66,92,71,1
59140,70,65,52,1
59141,59,74,50,1
59142,50,73,60,1
59143,64,90,63,1
59144,63,85,62,1
59145,57,77,59,1
59146,53,84,58,1
59147,48,84,64,1
59148,55,84,60,1
59149,57,75,56,1
59150,64,73,48,1
59151,66,78,82,1
59152,60,76,48,1
59153,52,80,56,1
59154,60,84,56,1
59155,55,82,66,1
59156,67,78,75,1
59157,56,72,50,1
59158,62,73,50,1
59159,54,79,58,1
59160,55,66,62,1
59161,42,61,82,1
59162,64,90,47,1
59163,75,84,61,1
59164,61,84,79,1
59165,60,79,65,1
59166,64,84,45,1
59167,62,76,52,1
59168,59,85,52,1
59169,63,73,56,1
59170,79,69,50,1
59171,62,80,52,1
59172,73,71,50,1
59173,53,77,73,1
59174,65,82,53,1
59175,65,68,56,1
59176,69,78,37,1
59177,47,80,75,1
59178,60,92,70,1
59179,59,72,52,1
59180,68,82,44,1
59181,64,82,68,1
59182,68,74,50,1
59183,61,77,59,1
59184,52,91,61,1
59185,66,82,58,1
59186,63,65,47,1
59187,73,76,50,1
59188,71,85,81,1
59189,56,78,41,1
59190,73,65,48,1
59191,65,69,52,1
59192,57,80,54,1
59193,63,75,54,1
59194,64,57,53,1
59195,59,75,68,1
59196,69,63,52,1
59197,48,83,72,1
59198,66,71,50,1
59199,56,81,51,1
59200,67,67,50,1
59201,69,76,54,1
59202,64,70,50,1
59203,73,72,48,1
59204,73,90,50,1
59205,77,81,90,1
59206,69,68,57,1
59207,53,71,58,1
59208,70,72,56,1
59209,56,90,48,1
59210,63,76,58,1
59211,69,82,60,1
59212,81,77,30,1
59213,63,76,48,1
59214,76,83,80,1
59215,64,67,60,1
59216,60,90,50,1
59217,65,90,81,1
59218,56,90,52,1
59219,65,80,41,1
59220,66,75,85,1
59221,65,87,52,1
59222,75,73,52,1
59223,52,87,60,1
59224,74,73,43,1
59225,67,84,91,1
59226,68,73,47,1
59227,66,75,62,1
59228,61,67,53,1
59229,42,83,50,1
59230,70,79,50,1
59231,62,81,47,1
59232,67,67,42,1
59233,67,76,40,1
59234,48,75,48,1
59235,67,83,52,1
59236,58,100,85,1
59237,70,69,62,1
59238,68,70,62,1
59239,57,75,80,1
59240,57,73,64,1
59241,60,89,55,1
59242,58,79,41,1
59243,76,77,66,1
59244,71,80,66,1
59245,56,77,56,1
59246,65,82,61,1
59247,66,90,68,1
59248,69,79,73,1
59249,69,82,30,1
59250,55,81,59,1
59251,52,55,52,1
59252,64,94,57,1
59253,60,83,42,1
59254,52,82,39,1
59255,58,86,75,1
59256,65,82,61,1
59257,68,78,60,1
59258,63,84,63,1
59259,60,73,66,1
59260,50,73,46,1
59261,52,76,51,1
59262,68,77,51,1
59263,55,73,60,1
59264,61,73,50,1
59265,75,74,44,1
59266,75,80,43,1
59267,63,78,51,1
59268,66,77,55,1
59269,50,66,55,1
59270,57,76,46,1
59271,67,84,83,1
59272,65,85,61,1
59273,61,85,61,1
59274,76,86,58,1
59275,70,80,41,1
59276,57,81,62,1
59277,59,83,58,1
59278,75,80,69,1
59279,60,86,47,1
59280,59,96,52,1
59281,53,81,59,1
59282,62,89,64,1
59283,66,71,72,1
59284,56,81,88,1
59285,65,56,61,1
59286,57,85,61,1
59287,62,83,42,1
59288,58,80,69,1
59289,61,67,51,1
59290,75,67,68,1
59291,51,86,61,1
59292,63,68,65,1
59293,50,70,63,1
59294,67,66,30,1
59295,70,82,42,1
59296,57,76,50,1
59297,56,77,51,1
59298,66,63,72,1
59299,72,65,56,1
59300,79,74,53,1
59301,49,75,54,1
59302,65,79,55,1
59303,65,82,60,1
59304,68,75,70,1
59305,58,72,50,1
59306,71,73,47,1
59307,59,81,53,1
59308,66,80,38,1
59309,64,70,59,1
59310,63,78,50,1
59311,71,77,35,1
59312,75,86,40,1
59313,75,75,47,1
59314,63,65,57,1
59315,60,80,46,1
59316,57,75,48,1
59317,66,63,43,1
59318,50,82,35,1
59319,57,65,56,1
59320,43,65,56,1
59321,61,67,55,1
59322,63,73,42,1
59323,52,67,36,1
59324,64,77,59,1
59325,74,81,46,1
59326,58,80,63,1
59327,56,73,61,1
59328,46,76,56,1
59329,62,75,65,1
59330,71,81,41,1
59331,70,82,62,1
59332,69,76,68,1
59333,50,83,50,1
59334,75,85,33,1
59335,70,87,69,1
59336,64,82,50,1
59337,72,86,82,1
59338,67,75,75,1
59339,59,89,57,1
59340,64,62,51,1
59341,51,65,54,1
59342,56,90,48,1
59343,53,92,48,1
59344,71,78,58,1
59345,65,96,52,1
59346,55,75,55,1
59347,61,74,54,1
59348,62,77,44,1
59349,62,63,45,1
59350,65,81,57,1
59351,64,91,53,1
59352,64,79,58,1
59353,58,63,50,1
59354,58,78,52,1
59355,74,74,50,1
59356,67,76,61,1
59357,64,75,66,1
59358,74,74,42,1
59359,62,70,50,1
59360,53,68,56,1
59361,75,87,53,1
59362,61,67,53,1
59363,58,79,45,1
59364,55,56,64,1
59365,54,75,54,1
59366,74,68,52,1
59367,75,65,71,1
59368,71,79,63,1
59369,75,75,72,1
59370,73,75,66,1
59371,67,77,38,1
59372,76,84,25,1
59373,70,67,42,1
59374,58,75,46,1
59375,83,71,45,1
59376,71,71,59,1
59377,50,83,53,1
59378,62,53,62,1
59379,72,63,64,1
59380,68,74,61,1
59381,61,80,53,1
59382,65,64,51,1
59383,60,68,45,1
59384,56,70,53,1
59385,74,68,63,1
59386,71,64,52,1
59387,65,73,75,1
59388,63,60,66,1
59389,79,59,43,1
59390,53,70,52,1
59391,71,61,52,1
59392,56,80,56,1
59393,56,82,33,1
59394,69,68,42,1
59395,59,77,71,1
59396,59,61,45,1
59397,50,65,48,1
59398,72,66,41,1
59399,76,71,50,1
59400,57,81,54,1
59401,67,58,63,1
59402,76,57,61,1
59403,83,86,100,1
59404,52,89,46,1
59405,56,65,50,1
59406,64,75,50,1
59407,60,75,50,1
59408,57,71,59,1
59409,57,87,78,1
59410,71,71,50,1
59411,64,75,51,1
59412,72,86,29,1
59413,54,55,52,1
59414,52,78,52,1
59415,64,72,29,1
59416,71,65,66,1
59417,46,70,58,1
59418,54,86,50,1
59419,55,68,39,1
59420,58,78,53,1
59421,78,85,61,1
59422,59,66,51,1
59423,47,82,78,1
59424,78,70,54,1
59425,69,76,53,1
59426,61,67,48,1
59427,51,63,54,1
59428,73,72,44,1
59429,70,71,53,1
59430,61,78,42,1
59431,68,78,66,1
59432,66,65,56,1
59433,69,82,60,1
59434,66,92,61,1
59435,58,91,50,1
59436,54,76,60,1
59437,65,72,42,1
59438,50,71,42,1
59439,62,67,48,1
59440,53,72,44,1
59441,66,92,28,1
59442,68,81,53,1
59443,62,71,57,1
59444,67,64,47,1
59445,59,76,55,1
59446,56,84,50,1
59447,59,78,48,1
59448,87,85,0,1
59449,70,71,50,1
59450,66,81,51,1
59451,62,74,51,1
59452,48,88,51,1
59453,72,69,66,1
59454,61,86,73,1
59455,68,68,54,1
59456,61,89,50,1
59457,59,74,68,1
59458,62,73,51,1
59459,57,92,52,1
59460,73,84,64,1
59461,59,69,61,1
59462,62,80,66,1
59463,50,63,59,1
59464,66,78,57,1
59465,64,71,69,1
59466,72,100,66,1
59467,61,65,61,1
59468,53,82,72,1
59469,65,65,41,1
59470,76,80,50,1
59471,58,70,53,1
59472,63,76,48,1
59473,56,80,56,1
59474,66,68,63,1
59475,55,83,54,1
59476,58,79,71,1
59477,63,87,50,1
59478,72,67,39,1
59479,60,70,56,1
59480,64,75,48,1
59481,61,75,50,1
59482,53,67,66,1
59483,76,84,50,1
59484,61,76,62,1
59485,71,80,83,1
59486,67,81,55,1
59487,56,70,55,1
59488,61,80,46,1
59489,67,77,43,1
59490,71,59,56,1
59491,69,73,56,1
59492,72,82,69,1
59493,62,77,43,1
59494,65,81,82,1
59495,55,85,59,1
59496,52,70,53,1
59497,70,76,62,1
59498,65,88,69,1
59499,64,83,51,1
59500,71,92,63,1
59501,56,100,68,1
59502,56,73,72,1
59503,79,74,61,1
59504,63,72,60,1
59505,63,62,54,1
59506,65,82,61,1
59507,65,68,57,1
59508,64,68,51,1
59509,73,70,70,1
59510,66,76,54,1
59511,47,75,40,1
59512,70,69,54,1
59513,67,78,61,1
59514,70,84,75,1
59515,56,75,63,1
59516,60,78,63,1
59517,53,81,58,1
59518,64,81,57,1
59519,79,69,81,1
59520,68,80,64,1
59521,70,66,52,1
59522,64,79,54,1
59523,52,80,71,1
59524,62,79,44,1
59525,54,79,51,1
59526,76,66,73,1
59527,70,77,62,1
59528,59,75,57,1
59529,67,94,76,1
59530,70,82,60,1
59531,46,78,56,1
59532,75,65,75,1
59533,57,85,53,1
59534,70,79,55,1
59535,63,79,63,1
59536,68,68,45,1
59537,58,73,56,1
59538,67,68,53,1
59539,61,63,68,1
59540,56,63,58,1
59541,66,72,52,1
59542,59,65,50,1
59543,55,69,65,1
59544,63,86,52,1
59545,72,67,52,1
59546,68,61,40,1
59547,61,71,61,1
59548,52,70,59,1
59549,70,72,61,1
59550,69,66,67,1
59551,60,82,55,1
59552,61,78,53,1
59553,80,83,33,1
59554,63,71,50,1
59555,65,73,58,1
59556,78,60,66,1
59557,54,65,66,1
59558,41,69,55,1
59559,55,69,42,1
59560,50,62,53,1
59561,65,75,43,1
59562,58,66,47,1
59563,55,64,42,1
59564,66,73,60,1
59565,65,69,48,1
59566,58,74,44,1
59567,60,85,66,1
59568,65,72,69,1
59569,54,68,44,1
59570,60,72,46,1
59571,65,71,45,1
59572,63,67,76,1
59573,65,72,52,1
59574,66,56,39,1
59575,49,72,65,1
59576,73,73,34,1
59577,52,86,50,1
59578,66,62,60,1
59579,55,67,51,1
59580,57,68,47,1
59581,60,70,30,1
59582,72,74,80,1
59583,67,69,44,1
59584,60,66,42,1
59585,76,75,50,1
59586,54,81,52,1
59587,61,66,43,1
59588,78,71,60,1
59589,55,77,62,1
59590,60,79,81,1
59591,59,78,64,1
59592,55,63,47,1
59593,76,81,55,1
59594,78,80,40,1
59595,60,69,54,1
59596,82,62,50,1
59597,55,67,52,1
59598,53,69,43,1
59599,74,72,53,1
59600,54,74,61,1
59601,51,76,55,1
59602,74,64,41,1
59603,71,75,57,1
59604,76,95,85,1
59605,76,80,54,1
59606,63,86,58,1
59607,68,73,68,1
59608,62,66,43,1
59609,71,76,38,1
59610,66,81,42,1
59611,71,70,75,1
59612,67,80,60,1
59613,61,68,55,1
59614,77,64,57,1
59615,50,82,52,1
59616,77,78,63,1
59617,65,62,65,1
59618,57,81,40,1
59619,56,59,57,1
59620,59,87,50,1
59621,60,64,62,1
59622,58,61,39,1
59623,67,59,52,1
59624,63,60,50,1
59625,77,70,53,1
59626,58,68,61,1
59627,62,71,52,1
59628,62,59,32,1
59629,57,82,64,1
59630,58,70,55,1
59631,71,76,58,1
59632,54,59,55,1
59633,59,68,84,1
59634,64,61,41,1
59635,64,59,69,1
59636,55,70,45,1
59637,64,90,47,1
59638,61,78,52,1
59639,66,83,63,1
59640,55,77,57,1
59641,63,83,66,1
59642,57,90,69,1
59643,56,80,61,1
59644,72,73,41,1
59645,56,97,59,1
59646,57,73,50,1
59647,68,75,56,1
59648,50,79,62,1
59649,69,66,55,1
59650,59,79,48,1
59651,54,84,81,1
59652,50,71,58,1
59653,64,73,62,1
59654,63,90,37,1
59655,63,72,55,1
59656,57,77,45,1
59657,70,72,55,1
59658,59,76,46,1
59659,79,76,36,1
59660,60,66,46,1
59661,56,68,52,1
59662,60,73,54,1
59663,65,74,64,1
59664,73,74,44,1
59665,64,75,47,1
59666,50,81,44,1
59667,65,77,30,1
59668,70,83,60,1
59669,65,86,40,1
59670,69,74,48,1
59671,72,88,62,1
59672,58,82,40,1
59673,63,80,70,1
59674,71,75,34,1
59675,58,80,50,1
59676,75,68,73,1
59677,62,78,43,1
59678,69,71,65,1
59679,78,75,56,1
59680,58,80,57,1
59681,75,66,52,1
59682,96,53,50,1
59683,65,59,50,1
59684,76,75,57,1
59685,63,76,59,1
59686,69,94,41,1
59687,62,71,43,1
59688,72,77,65,1
59689,49,72,57,1
59690,61,84,46,1
59691,61,69,72,1
59692,68,90,73,1
59693,70,87,80,1
59694,61,68,57,1
59695,68,70,68,1
59696,72,76,42,1
59697,61,84,87,1
59698,55,63,57,1
59699,65,79,61,1
59700,61,76,44,1
59701,66,75,60,1
59702,71,81,72,1
59703,63,71,44,1
59704,65,73,51,1
59705,62,68,52,1
59706,68,92,66,1
59707,61,87,54,1
59708,74,84,54,1
59709,70,82,80,1
59710,62,77,55,1
59711,58,73,47,1
59712,69,67,57,1
59713,60,90,61,1
59714,59,84,70,1
59715,59,64,65,1
59716,65,81,58,1
59717,50,64,44,1
59718,76,67,41,1
59719,57,90,62,1
59720,64,78,50,1
59721,67,81,43,1
59722,68,73,58,1
59723,56,81,65,1
59724,50,68,45,1
59725,70,64,66,1
59726,63,73,35,1
59727,76,81,70,1
59728,73,60,45,1
59729,68,84,55,1
59730,72,71,53,1
59731,61,69,68,1
59732,67,80,80,1
59733,66,74,47,1
59734,67,91,63,1
59735,73,80,50,1
59736,55,73,55,1
59737,76,90,53,1
59738,54,65,47,1
59739,67,76,50,1
59740,53,74,55,1
59741,56,88,61,1
59742,48,76,64,1
59743,54,77,48,1
59744,61,87,53,1
59745,60,77,55,1
59746,56,73,62,1
59747,54,80,52,1
59748,72,79,36,1
59749,60,70,58,1
59750,56,61,61,1
59751,58,75,57,1
59752,56,96,68,1
59753,61,69,65,1
59754,72,70,53,1
59755,70,78,64,1
59756,78,70,70,1
59757,56,78,61,1
59758,56,61,50,1
59759,58,63,60,1
59760,66,90,72,1
59761,63,75,56,1
59762,57,67,80,1
59763,62,78,50,1
59764,48,75,53,1
59765,56,80,66,1
59766,68,80,62,1
59767,63,85,56,1
59768,55,67,50,1
59769,60,62,61,1
59770,85,95,50,1
59771,58,75,50,1
59772,67,80,75,1
59773,62,78,64,1
59774,58,54,50,1
59775,61,63,44,1
59776,63,81,68,1
59777,51,84,72,1
59778,51,93,65,1
59779,64,59,50,1
59780,64,78,61,1
59781,61,67,48,1
59782,55,75,69,1
59783,48,75,43,1
59784,42,73,50,1
59785,65,85,50,1
59786,45,90,62,1
59787,65,74,51,1
59788,62,69,55,1
59789,66,78,62,1
59790,73,75,66,1
59791,60,88,62,1
59792,63,76,52,1
59793,60,79,42,1
59794,66,79,70,1
59795,64,61,42,1
59796,67,75,37,1
59797,62,90,52,1
59798,61,87,52,1
59799,63,83,57,1
59800,67,73,84,1
59801,61,92,58,1
59802,75,90,54,1
59803,66,78,47,1
59804,60,74,46,1
59805,64,79,68,1
59806,61,70,48,1
59807,60,64,62,1
59808,59,63,46,1
59809,71,75,53,1
59810,58,80,57,1
59811,73,84,58,1
59812,57,85,61,1
59813,63,76,72,1
59814,73,83,54,1
59815,64,67,79,1
59816,59,78,59,1
59817,63,75,48,1
59818,75,70,70,1
59819,84,84,44,1
59820,58,80,66,1
59821,73,76,70,1
59822,55,84,63,1
59823,61,81,37,1
59824,72,88,69,1
59825,55,78,75,1
59826,70,80,40,1
59827,58,68,65,1
59828,60,88,86,1
59829,76,79,77,1
59830,66,79,47,1
59831,70,76,55,1
59832,69,70,61,1
59833,57,83,44,1
59834,61,75,71,1
59835,67,83,47,1
59836,64,68,65,1
59837,78,80,68,1
59838,56,78,55,1
59839,65,77,64,1
59840,64,86,58,1
59841,72,81,78,1
59842,57,84,50,1
59843,71,74,52,1
59844,59,74,52,1
59845,71,78,37,1
59846,67,86,78,1
59847,70,72,26,1
59848,72,82,45,1
59849,60,75,48,1
59850,63,72,51,1
59851,63,73,59,1
59852,67,77,37,1
59853,70,85,50,1
59854,63,83,50,1
59855,58,75,52,1
59856,67,70,43,1
59857,72,78,55,1
59858,56,82,57,1
59859,68,84,60,1
59860,80,72,42,1
59861,61,76,47,1
59862,70,81,70,1
59863,72,73,42,1
59864,66,75,59,1
59865,62,77,52,1
59866,64,75,41,1
59867,56,80,52,1
59868,64,78,65,1
59869,69,76,52,1
59870,72,77,44,1
59871,80,87,62,1
59872,71,78,52,1
59873,63,76,40,1
59874,63,77,42,1
59875,63,79,50,1
59876,58,70,64,1
59877,69,74,54,1
59878,74,76,53,1
59879,61,79,47,1
59880,72,84,33,1
59881,68,80,50,1
59882,61,75,50,1
59883,58,76,48,1
59884,52,78,45,1
59885,61,72,61,1
59886,70,78,34,1
59887,68,62,94,1
59888,68,87,42,1
59889,73,80,61,1
59890,62,69,56,1
59891,77,69,50,1
59892,64,79,45,1
59893,73,72,83,1
59894,77,90,52,1
59895,65,90,50,1
59896,69,75,50,1
59897,76,72,84,1
59898,65,82,53,1
59899,58,84,46,1
59900,69,86,57,1
59901,72,66,61,1
59902,68,68,56,1
59903,64,94,63,1
59904,69,86,68,1
59905,68,70,60,1
59906,71,87,62,1
59907,60,83,66,1
59908,67,86,68,1
59909,66,74,62,1
59910,68,68,50,1
59911,66,73,50,1
59912,59,80,60,1
59913,65,83,50,1
59914,52,75,52,1
59915,57,82,61,1
59916,69,80,62,1
59917,60,83,45,1
59918,63,78,72,1
59919,52,85,54,1
59920,60,92,55,1
59921,54,80,72,1
59922,58,75,54,1
59923,67,87,71,1
59924,68,64,56,1
59925,58,83,61,1
59926,76,86,61,1
59927,48,64,66,1
59928,54,87,51,1
59929,68,83,71,1
59930,61,76,57,1
59931,68,88,62,1
59932,62,70,71,1
59933,44,95,58,1
59934,51,85,50,1
59935,58,70,58,1
59936,45,80,68,1
59937,63,66,55,1
59938,64,81,43,1
59939,66,71,52,1
59940,68,82,55,1
59941,73,69,47,1
59942,60,81,54,1
59943,60,77,82,1
59944,72,69,53,1
59945,44,70,59,1
59946,79,79,55,1
59947,59,96,44,1
59948,63,71,57,1
59949,59,84,50,1
59950,60,82,36,1
59951,75,71,61,1
59952,57,80,54,1
59953,61,86,36,1
59954,66,60,58,1
59955,55,72,64,1
59956,70,77,54,1
59957,58,71,50,1
59958,63,82,65,1
59959,66,76,60,1
59960,61,78,57,1
59961,75,78,45,1
59962,68,78,60,1
59963,60,73,58,1
59964,71,87,38,1
59965,63,71,56,1
59966,64,78,54,1
59967,57,82,60,1
59968,73,91,90,1
59969,68,78,50,1
59970,60,73,42,1
59971,56,81,50,1
59972,66,71,47,1
59973,61,69,48,1
59974,57,79,54,1
59975,57,65,46,1
59976,66,87,48,1
59977,65,89,54,1
59978,59,76,61,1
59979,70,84,61,1
59980,74,72,57,1
59981,84,77,63,1
59982,58,86,56,1
59983,68,66,65,1
59984,61,70,54,1
59985,67,87,69,1
59986,56,80,57,1
59987,64,73,58,1
59988,77,66,70,1
59989,69,89,57,1
59990,60,78,43,1
59991,66,88,68,1
59992,63,77,62,1
59993,52,85,47,1
59994,79,62,31,1
59995,64,69,58,1
59996,57,81,62,1
59997,58,71,51,1
59998,68,69,58,1
59999,59,85,50,1
60000,62,80,60,1
60001,66,77,46,1
60002,68,63,73,1
60003,54,68,53,1
60004,63,66,51,1
60005,68,70,55,1
60006,55,69,52,1
60007,59,81,61,1
60008,63,79,57,1
60009,70,84,50,1
60010,80,81,78,1
60011,66,78,58,1
60012,62,76,60,1
60013,67,63,60,1
60014,64,74,69,1
60015,61,66,49,1
60016,73,64,57,1
60017,67,70,46,1
60018,73,73,59,1
60019,70,78,56,1
60020,74,85,26,1
60021,64,75,66,1
60022,61,87,48,1
60023,66,80,42,1
60024,66,71,56,1
60025,65,72,48,1
60026,72,70,53,1
60027,54,76,64,1
60028,67,61,55,1
60029,68,84,62,1
60030,58,78,51,1
60031,63,82,69,1
60032,56,82,69,1
60033,63,72,52,1
60034,50,81,52,1
60035,68,78,46,1
60036,50,85,52,1
60037,55,86,61,1
60038,68,72,50,1
60039,59,75,44,1
60040,58,83,45,1
60041,70,72,64,1
60042,66,84,50,1
60043,53,72,60,1
60044,58,71,54,1
60045,63,72,58,1
60046,70,78,43,1
60047,77,82,35,1
60048,57,83,59,1
60049,60,70,61,1
60050,67,83,56,1
60051,61,83,62,1
60052,73,74,32,1
60053,54,74,41,1
60054,56,89,64,1
60055,53,85,55,1
60056,65,90,56,1
60057,59,84,68,1
60058,66,82,51,1
60059,59,81,51,1
60060,77,87,57,1
60061,62,76,46,1
60062,54,87,60,1
60063,62,75,61,1
60064,67,79,48,1
60065,61,86,57,1
60066,65,84,64,1
60067,60,73,50,1
60068,68,79,45,1
60069,67,79,60,1
60070,64,74,51,1
60071,68,72,62,1
60072,71,85,72,1
60073,61,66,47,1
60074,61,57,45,1
60075,65,74,35,1
60076,70,78,50,1
60077,62,72,43,1
60078,60,70,51,1
60079,67,66,59,1
60080,59,85,37,1
60081,60,89,66,1
60082,60,69,66,1
60083,71,63,45,1
60084,62,69,45,1
60085,55,81,66,1
60086,74,83,61,1
60087,59,75,67,1
60088,62,70,61,1
60089,70,73,40,1
60090,58,82,70,1
60091,60,75,48,1
60092,68,66,57,1
60093,69,78,30,1
60094,68,77,43,1
60095,76,71,69,1
60096,56,70,58,1
60097,61,68,50,1
60098,63,70,57,1
60099,69,75,81,1
60100,75,77,47,1
60101,60,86,42,1
60102,78,76,75,1
60103,75,93,70,1
60104,74,72,70,1
60105,52,78,46,1
60106,56,67,57,1
60107,65,80,46,1
60108,68,85,50,1
60109,60,69,50,1
60110,72,83,88,1
60111,50,89,71,1
60112,60,75,70,1
60113,62,70,45,1
60114,63,70,54,1
60115,60,68,56,1
60116,59,73,58,1
60117,59,88,82,1
60118,54,74,45,1
60119,72,68,53,1
60120,61,92,29,1
60121,57,66,59,1
60122,68,66,68,1
60123,45,92,53,1
60124,62,70,59,1
60125,59,87,45,1
60126,79,79,60,1
60127,69,67,54,1
60128,64,68,52,1
60129,50,66,49,1
60130,70,75,61,1
60131,71,83,52,1
60132,53,78,66,1
60133,66,84,81,1
60134,65,80,56,1
60135,50,80,75,1
60136,42,87,54,1
60137,59,70,69,1
60138,60,72,43,1
60139,63,69,57,1
60140,65,82,55,1
60141,56,72,60,1
60142,61,77,62,1
60143,55,77,53,1
60144,63,73,44,1
60145,54,81,54,1
60146,58,84,52,1
60147,69,74,45,1
60148,59,67,55,1
60149,67,76,63,1
60150,58,85,52,1
60151,64,67,60,1
60152,59,92,58,1
60153,59,87,77,1
60154,56,75,50,1
60155,70,72,73,1
60156,72,63,76,1
60157,79,55,60,1
60158,72,80,50,1
60159,79,78,33,1
60160,74,63,52,1
60161,66,62,41,1
60162,70,76,50,1
60163,70,71,46,1
60164,66,71,44,1
60165,66,85,47,1
60166,53,67,50,1
60167,74,63,42,1
60168,57,61,57,1
60169,77,67,47,1
60170,66,76,59,1
60171,73,78,35,1
60172,71,60,53,1
60173,65,68,70,1
60174,59,64,52,1
60175,71,80,58,1
60176,67,70,57,1
60177,64,68,53,1
60178,73,65,68,1
60179,62,64,55,1
60180,68,62,52,1
60181,75,76,46,1
60182,63,92,68,1
60183,64,80,57,1
60184,65,78,58,1
60185,60,81,54,1
60186,72,75,45,1
60187,60,85,42,1
60188,74,87,72,1
60189,65,85,55,1
60190,58,63,58,1
60191,58,76,53,1
60192,59,61,54,1
60193,63,68,44,1
60194,65,72,47,1
60195,66,80,53,1
60196,56,93,48,1
60197,56,71,53,1
60198,55,72,60,1
60199,52,68,55,1
60200,69,79,41,1
60201,62,82,79,1
60202,64,67,45,1
60203,60,76,37,1
60204,62,75,54,1
60205,57,84,52,1
60206,55,80,57,1
60207,58,73,66,1
60208,59,73,45,1
60209,61,69,37,1
60210,55,74,54,1
60211,61,65,54,1
60212,63,81,78,1
60213,68,87,77,1
60214,66,68,58,1
60215,75,86,72,1
60216,62,70,53,1
60217,75,69,75,1
60218,81,89,66,1
60219,84,94,57,1
60220,63,92,62,1
60221,61,80,52,1
60222,60,82,50,1
60223,60,81,59,1
60224,61,79,45,1
60225,75,89,76,1
60226,61,96,50,1
60227,74,84,50,1
60228,69,86,47,1
60229,79,73,63,1
60230,72,85,26,1
60231,67,80,37,1
60232,63,78,66,1
60233,75,76,50,1
60234,63,81,60,1
60235,64,87,61,1
60236,72,88,76,1
60237,62,84,63,1
60238,73,73,58,1
60239,55,79,41,1
60240,67,89,65,1
60241,61,75,75,1
60242,66,82,75,1
60243,62,67,54,1
60244,58,71,52,1
60245,64,71,66,1
60246,57,85,60,1
60247,74,68,62,1
60248,59,70,50,1
60249,62,85,47,1
60250,75,61,53,1
60251,70,82,57,1
60252,54,80,42,1
60253,57,68,51,1
60254,59,94,60,1
60255,59,77,53,1
60256,53,60,51,1
60257,68,70,68,1
60258,72,85,60,1
60259,59,85,58,1
60260,73,64,66,1
60261,59,79,65,1
60262,49,78,68,1
60263,70,84,56,1
