,winner_ht,loser_ht,w_#ServePoints,w_%1stServesIn,w_%1stWon,w_%2ndWon,w_#bpFaced,l_#ServePoints,l_%1stServesIn,l_%1stWon,l_%2ndWon,l_#bpFaced
123919,188.0,193.0,71.0,52,75,58,6.0,65.0,61,70,40,5.0
123920,180.0,188.0,90.0,48,81,45,8.0,93.0,59,54,60,11.0
123921,185.0,185.0,99.0,58,65,48,17.0,100.0,61,70,41,10.0
123922,183.0,180.0,42.0,85,75,66,2.0,53.0,66,48,38,9.0
123923,183.0,188.0,45.0,53,75,61,1.0,35.0,51,44,23,7.0
123924,190.0,180.0,56.0,71,65,62,5.0,48.0,41,65,25,10.0
123925,175.0,180.0,51.0,86,65,71,3.0,48.0,60,58,42,7.0
123926,188.0,183.0,76.0,61,74,55,5.0,96.0,67,66,38,8.0
123927,180.0,180.0,46.0,67,67,53,5.0,46.0,54,32,33,11.0
123928,183.0,188.0,42.0,54,73,57,2.0,70.0,51,55,41,9.0
123929,190.0,183.0,57.0,52,70,51,4.0,59.0,69,58,50,9.0
123930,173.0,180.0,40.0,72,75,81,2.0,44.0,56,48,26,7.0
123931,175.0,180.0,53.0,77,58,41,3.0,53.0,56,50,30,10.0
123932,188.0,173.0,93.0,46,65,50,10.0,78.0,58,73,31,10.0
123933,175.0,190.0,73.0,57,73,51,8.0,77.0,50,66,50,10.0
123934,188.0,175.0,44.0,61,77,64,1.0,48.0,70,44,64,9.0
123935,180.0,180.0,70.0,65,78,62,2.0,71.0,53,81,42,4.0
123936,190.0,180.0,48.0,47,78,64,3.0,56.0,75,61,42,11.0
123937,183.0,193.0,73.0,64,68,61,6.0,72.0,41,60,54,8.0
123938,175.0,188.0,96.0,52,60,50,10.0,84.0,51,65,41,11.0
123939,190.0,198.0,55.0,61,79,47,4.0,64.0,51,63,41,9.0
123940,185.0,180.0,81.0,49,77,41,10.0,94.0,67,55,38,14.0
123941,185.0,183.0,47.0,46,81,64,1.0,49.0,40,75,37,6.0
123942,193.0,185.0,64.0,57,64,66,7.0,54.0,40,68,40,9.0
123943,185.0,180.0,116.0,63,74,57,6.0,112.0,53,66,65,4.0
123944,193.0,183.0,91.0,59,68,54,11.0,113.0,60,67,40,17.0
123945,190.0,175.0,57.0,54,74,53,7.0,56.0,62,51,28,10.0
123946,183.0,178.0,56.0,58,60,47,9.0,62.0,48,33,40,13.0
123947,180.0,188.0,108.0,54,67,44,14.0,112.0,58,58,46,17.0
123948,180.0,188.0,54.0,53,79,48,6.0,71.0,46,63,34,10.0
123949,185.0,183.0,67.0,65,77,52,4.0,81.0,69,55,44,8.0
123950,183.0,190.0,111.0,63,70,40,10.0,103.0,52,62,51,9.0
123951,175.0,188.0,108.0,55,66,60,12.0,127.0,55,72,43,17.0
123952,180.0,183.0,87.0,77,68,40,8.0,95.0,56,66,43,10.0
123953,173.0,190.0,100.0,63,68,43,7.0,107.0,50,79,45,11.0
123954,188.0,175.0,88.0,52,69,47,14.0,73.0,69,52,54,13.0
123955,188.0,175.0,91.0,51,72,45,9.0,97.0,60,62,39,9.0
123956,180.0,190.0,107.0,70,69,53,8.0,114.0,50,73,49,5.0
123957,183.0,175.0,51.0,62,65,52,4.0,72.0,45,54,33,13.0
123958,190.0,185.0,102.0,60,66,42,13.0,98.0,63,66,36,13.0
123959,185.0,193.0,56.0,58,75,69,0.0,55.0,52,79,53,4.0
123960,185.0,193.0,137.0,56,70,47,13.0,118.0,48,68,54,5.0
123961,190.0,183.0,50.0,54,77,60,3.0,43.0,62,59,37,11.0
123962,180.0,180.0,84.0,47,67,59,9.0,83.0,34,82,44,9.0
123963,185.0,183.0,58.0,43,80,48,8.0,51.0,47,62,37,10.0
123964,180.0,175.0,46.0,60,78,50,5.0,57.0,63,47,57,11.0
123965,173.0,188.0,43.0,72,77,66,4.0,62.0,53,57,31,14.0
123966,188.0,180.0,95.0,52,74,42,9.0,87.0,67,59,53,5.0
123967,183.0,190.0,64.0,64,68,56,4.0,56.0,64,61,30,7.0
123968,185.0,185.0,75.0,49,70,47,5.0,55.0,50,53,55,6.0
123969,190.0,180.0,40.0,50,80,80,0.0,70.0,45,53,55,10.0
123970,180.0,185.0,77.0,58,77,43,4.0,68.0,57,66,41,6.0
123971,188.0,173.0,77.0,57,70,63,2.0,62.0,53,63,55,5.0
123972,183.0,185.0,33.0,72,91,66,0.0,43.0,46,55,30,6.0
123973,190.0,180.0,55.0,52,79,61,1.0,62.0,54,61,50,7.0
123974,183.0,188.0,53.0,54,68,54,2.0,62.0,54,55,39,12.0
123975,183.0,190.0,117.0,56,74,56,9.0,141.0,54,70,48,15.0
123976,170.0,188.0,67.0,59,80,62,6.0,51.0,52,77,45,3.0
123977,196.0,180.0,65.0,52,70,58,4.0,93.0,44,73,38,10.0
123978,180.0,178.0,82.0,58,85,44,5.0,75.0,38,89,50,3.0
123979,193.0,178.0,57.0,66,84,63,2.0,65.0,60,69,38,6.0
123980,190.0,183.0,126.0,63,73,47,14.0,86.0,51,68,61,6.0
123981,175.0,185.0,82.0,69,66,52,7.0,87.0,60,58,52,6.0
123982,178.0,188.0,77.0,59,63,51,12.0,66.0,51,73,31,7.0
123983,190.0,,41.0,58,91,64,0.0,49.0,67,48,43,7.0
123984,188.0,193.0,59.0,69,65,72,2.0,52.0,53,71,50,5.0
123985,193.0,188.0,73.0,58,72,53,4.0,86.0,48,69,34,9.0
123986,178.0,180.0,82.0,65,70,46,9.0,95.0,58,60,41,13.0
123987,180.0,178.0,81.0,51,80,43,10.0,80.0,45,69,40,10.0
123988,175.0,175.0,55.0,54,90,64,0.0,75.0,64,66,48,7.0
123989,173.0,196.0,48.0,60,79,73,0.0,49.0,44,72,40,4.0
123990,185.0,178.0,102.0,52,81,54,7.0,100.0,63,61,54,10.0
123991,185.0,175.0,92.0,56,82,50,2.0,93.0,62,77,42,7.0
123992,173.0,185.0,58.0,56,90,60,2.0,68.0,64,79,37,7.0
123993,190.0,183.0,55.0,54,80,44,4.0,64.0,56,52,46,13.0
123994,185.0,185.0,69.0,60,85,51,7.0,81.0,51,71,53,10.0
123995,185.0,188.0,70.0,58,68,62,2.0,77.0,61,70,33,8.0
123996,188.0,190.0,88.0,55,83,82,3.0,85.0,49,88,65,7.0
123997,180.0,173.0,121.0,52,77,53,4.0,102.0,43,72,55,4.0
123998,175.0,180.0,63.0,63,70,73,4.0,93.0,66,61,41,10.0
123999,183.0,180.0,62.0,59,75,60,3.0,78.0,50,76,41,5.0
124000,180.0,170.0,52.0,55,96,56,0.0,68.0,64,63,41,8.0
124001,180.0,196.0,110.0,57,76,51,8.0,110.0,60,72,50,7.0
124002,193.0,190.0,79.0,58,84,45,5.0,72.0,52,76,50,11.0
124003,188.0,175.0,37.0,59,90,60,0.0,38.0,50,47,31,9.0
124004,188.0,178.0,57.0,66,81,52,0.0,61.0,59,61,44,8.0
124005,188.0,190.0,52.0,63,75,68,1.0,57.0,66,65,31,7.0
124006,193.0,178.0,50.0,70,65,46,5.0,68.0,55,52,30,15.0
124007,190.0,180.0,38.0,65,84,84,0.0,51.0,56,75,22,6.0
124008,175.0,183.0,82.0,47,74,65,4.0,87.0,56,77,36,5.0
124009,185.0,173.0,51.0,62,81,57,2.0,94.0,57,55,42,14.0
124010,185.0,173.0,88.0,54,81,65,3.0,102.0,55,80,46,8.0
124011,178.0,190.0,63.0,57,77,48,6.0,77.0,44,67,37,18.0
124012,183.0,185.0,103.0,48,84,50,8.0,96.0,55,79,51,5.0
124013,188.0,185.0,71.0,60,65,42,13.0,63.0,49,64,28,6.0
124014,175.0,180.0,41.0,48,85,71,0.0,55.0,43,70,35,8.0
124015,180.0,183.0,73.0,56,73,50,4.0,77.0,46,55,43,10.0
124016,180.0,180.0,39.0,61,91,66,0.0,57.0,45,65,35,11.0
124017,193.0,188.0,82.0,65,77,46,4.0,71.0,53,68,63,4.0
124018,188.0,188.0,76.0,59,73,54,4.0,58.0,46,88,41,4.0
124020,175.0,185.0,85.0,56,66,51,6.0,100.0,60,70,40,10.0
124021,178.0,185.0,71.0,57,75,50,7.0,65.0,67,59,47,7.0
124022,188.0,183.0,61.0,59,83,60,4.0,67.0,41,67,51,8.0
124023,175.0,180.0,83.0,57,70,54,8.0,75.0,44,66,47,6.0
124024,180.0,193.0,120.0,66,77,50,12.0,105.0,61,78,67,6.0
124025,193.0,188.0,74.0,51,84,61,2.0,102.0,66,64,52,8.0
124026,175.0,178.0,57.0,54,70,61,5.0,67.0,52,60,37,9.0
124027,188.0,175.0,58.0,53,83,62,0.0,53.0,56,80,52,6.0
124028,193.0,180.0,82.0,69,73,52,5.0,91.0,61,73,45,5.0
124029,188.0,175.0,56.0,50,85,60,3.0,47.0,59,78,36,6.0
124030,188.0,193.0,58.0,60,80,43,4.0,56.0,64,52,40,6.0
124031,185.0,185.0,60.0,61,75,65,5.0,69.0,65,68,33,10.0
124032,188.0,185.0,74.0,66,71,56,4.0,63.0,61,61,45,6.0
124033,193.0,185.0,116.0,68,73,47,4.0,116.0,53,74,57,7.0
124034,180.0,190.0,45.0,55,96,65,0.0,52.0,59,61,57,5.0
124035,183.0,183.0,106.0,60,82,50,4.0,96.0,57,76,53,5.0
124036,185.0,183.0,50.0,48,91,73,0.0,66.0,62,73,36,3.0
124037,188.0,185.0,90.0,52,89,51,7.0,100.0,59,77,53,6.0
124038,193.0,183.0,49.0,61,86,63,2.0,66.0,63,59,58,7.0
124039,185.0,185.0,61.0,65,72,57,1.0,56.0,50,57,53,4.0
124040,193.0,180.0,66.0,60,72,57,3.0,64.0,50,75,40,8.0
124041,180.0,188.0,96.0,54,78,34,11.0,85.0,58,68,34,8.0
124042,183.0,185.0,113.0,49,66,57,15.0,101.0,59,65,39,13.0
124043,175.0,183.0,52.0,46,70,67,1.0,48.0,68,57,46,10.0
124044,188.0,188.0,57.0,64,81,65,0.0,63.0,55,82,35,6.0
124045,183.0,188.0,90.0,68,70,50,9.0,96.0,42,75,40,17.0
124046,175.0,190.0,75.0,64,68,48,7.0,59.0,77,56,46,6.0
124047,183.0,183.0,87.0,65,63,66,6.0,85.0,57,63,52,8.0
124048,196.0,180.0,46.0,78,88,80,0.0,50.0,60,80,50,3.0
124049,201.0,185.0,51.0,56,79,59,4.0,67.0,44,80,24,12.0
124050,185.0,188.0,44.0,72,78,66,0.0,59.0,47,67,35,8.0
124051,180.0,185.0,64.0,43,85,55,3.0,68.0,42,68,46,7.0
124052,180.0,175.0,52.0,61,84,55,2.0,71.0,64,60,44,11.0
124053,173.0,180.0,67.0,61,65,61,6.0,66.0,60,60,38,6.0
124054,185.0,193.0,85.0,54,76,71,1.0,102.0,55,71,44,14.0
124055,190.0,185.0,59.0,52,74,64,3.0,50.0,66,75,29,5.0
124056,193.0,188.0,82.0,58,66,64,5.0,82.0,64,64,58,7.0
124057,183.0,180.0,92.0,53,71,62,3.0,97.0,49,87,36,13.0
124058,185.0,185.0,45.0,66,76,53,2.0,54.0,59,59,27,5.0
124059,180.0,188.0,60.0,65,76,52,3.0,63.0,41,69,45,6.0
124060,193.0,185.0,97.0,63,77,48,6.0,107.0,57,72,57,7.0
124061,193.0,180.0,104.0,57,85,47,8.0,113.0,54,74,54,6.0
124062,173.0,183.0,71.0,53,63,45,7.0,60.0,58,65,24,7.0
124063,185.0,175.0,57.0,63,77,38,7.0,38.0,47,50,30,7.0
124064,188.0,183.0,98.0,62,73,62,6.0,82.0,78,79,66,1.0
124065,183.0,175.0,47.0,68,84,60,0.0,54.0,55,66,37,4.0
124066,196.0,190.0,53.0,50,88,57,0.0,63.0,46,68,41,6.0
124067,190.0,201.0,88.0,64,82,54,8.0,118.0,67,68,50,11.0
124068,180.0,185.0,77.0,57,65,60,4.0,78.0,60,68,54,8.0
124069,180.0,173.0,62.0,53,84,51,4.0,68.0,64,70,37,6.0
124070,193.0,185.0,92.0,57,69,53,7.0,77.0,51,65,56,8.0
124071,190.0,193.0,78.0,70,74,65,5.0,67.0,52,88,56,2.0
124072,185.0,183.0,43.0,69,80,69,1.0,37.0,40,66,36,7.0
124073,193.0,180.0,100.0,63,71,59,8.0,88.0,53,74,53,6.0
124074,193.0,173.0,68.0,61,88,50,3.0,60.0,68,78,57,4.0
124075,185.0,188.0,57.0,64,81,60,3.0,88.0,59,63,55,11.0
124076,196.0,183.0,88.0,57,72,54,5.0,109.0,66,68,48,9.0
124077,190.0,180.0,92.0,50,78,52,8.0,70.0,60,61,50,8.0
124078,193.0,180.0,57.0,50,82,67,2.0,63.0,58,64,38,7.0
124079,190.0,185.0,96.0,48,74,53,10.0,93.0,56,73,45,12.0
124080,193.0,193.0,52.0,65,94,66,0.0,64.0,64,68,56,5.0
124081,185.0,196.0,62.0,75,82,66,0.0,55.0,63,85,60,1.0
124082,193.0,190.0,78.0,50,76,58,8.0,70.0,60,71,46,6.0
124083,190.0,193.0,66.0,60,82,46,4.0,65.0,49,81,45,6.0
124084,185.0,193.0,110.0,68,73,62,2.0,107.0,55,76,60,4.0
124085,185.0,190.0,26.0,65,70,66,2.0,16.0,62,70,33,1.0
124086,190.0,180.0,81.0,49,82,41,10.0,100.0,74,60,38,12.0
124087,175.0,190.0,72.0,66,83,79,1.0,79.0,44,88,56,2.0
124088,188.0,180.0,68.0,52,77,56,5.0,56.0,42,58,50,8.0
124089,190.0,193.0,101.0,55,76,53,6.0,103.0,53,81,41,15.0
124090,183.0,178.0,66.0,54,72,73,2.0,63.0,50,81,41,3.0
124091,183.0,185.0,90.0,55,60,60,8.0,107.0,48,69,49,8.0
124092,175.0,173.0,49.0,46,82,73,1.0,59.0,66,69,40,5.0
124093,180.0,190.0,70.0,47,69,67,2.0,87.0,57,52,54,12.0
124094,193.0,180.0,59.0,50,63,62,7.0,58.0,60,54,30,7.0
124095,188.0,190.0,64.0,56,75,60,7.0,54.0,44,70,43,5.0
124096,188.0,175.0,46.0,69,81,57,2.0,54.0,61,54,52,6.0
124097,180.0,188.0,81.0,53,69,55,4.0,72.0,62,64,37,7.0
124098,173.0,173.0,87.0,59,57,65,9.0,78.0,58,58,40,8.0
124099,196.0,190.0,74.0,60,75,51,11.0,66.0,50,60,60,4.0
124100,175.0,175.0,47.0,51,79,47,2.0,55.0,43,54,32,9.0
124101,183.0,190.0,67.0,50,70,66,2.0,75.0,61,73,48,3.0
124102,198.0,190.0,99.0,57,77,47,8.0,94.0,53,78,52,7.0
124103,180.0,183.0,96.0,56,81,45,10.0,84.0,51,69,48,6.0
124104,188.0,180.0,80.0,56,80,42,5.0,81.0,49,72,53,5.0
124105,185.0,185.0,87.0,67,81,53,1.0,90.0,50,68,51,10.0
124106,190.0,193.0,54.0,59,78,68,3.0,47.0,57,55,60,3.0
124107,188.0,185.0,54.0,68,78,58,1.0,72.0,51,64,40,8.0
124108,188.0,183.0,87.0,62,74,57,6.0,118.0,58,68,44,13.0
124109,183.0,190.0,74.0,62,71,46,4.0,48.0,62,86,16,6.0
124110,185.0,185.0,77.0,55,69,55,6.0,61.0,55,50,59,8.0
124111,180.0,190.0,99.0,57,73,50,8.0,131.0,58,67,44,14.0
124112,178.0,188.0,73.0,57,73,61,4.0,84.0,53,71,43,8.0
124113,183.0,190.0,63.0,46,79,47,5.0,58.0,36,66,40,12.0
124114,180.0,185.0,60.0,60,83,66,1.0,67.0,44,80,51,8.0
124115,188.0,180.0,86.0,61,71,48,5.0,88.0,52,69,45,10.0
124116,170.0,183.0,57.0,61,65,59,7.0,69.0,63,47,36,16.0
124117,185.0,193.0,46.0,45,80,64,2.0,57.0,50,75,42,4.0
124118,190.0,175.0,61.0,52,84,51,4.0,51.0,41,57,56,9.0
124119,188.0,190.0,101.0,51,75,46,5.0,107.0,62,64,47,13.0
124120,183.0,183.0,60.0,63,78,63,2.0,72.0,52,68,44,6.0
124121,175.0,180.0,58.0,53,64,59,3.0,55.0,47,61,34,6.0
124122,188.0,193.0,65.0,55,88,62,1.0,70.0,52,72,63,5.0
124123,188.0,180.0,56.0,69,79,64,6.0,59.0,50,73,41,6.0
124124,173.0,196.0,49.0,71,71,64,3.0,43.0,53,65,30,7.0
124125,175.0,183.0,110.0,57,69,55,8.0,116.0,52,67,49,19.0
124126,198.0,180.0,95.0,55,62,47,15.0,71.0,49,77,41,8.0
124127,185.0,188.0,65.0,63,75,45,3.0,69.0,56,61,36,7.0
124128,190.0,188.0,75.0,50,86,45,4.0,70.0,64,62,60,5.0
124129,183.0,188.0,49.0,61,90,57,2.0,57.0,54,67,46,7.0
124130,180.0,185.0,113.0,68,62,58,11.0,88.0,40,77,46,7.0
124131,178.0,183.0,110.0,44,69,57,13.0,101.0,46,68,53,10.0
124132,188.0,180.0,75.0,68,64,62,4.0,66.0,50,60,51,5.0
124133,185.0,170.0,95.0,50,77,53,5.0,111.0,55,61,53,12.0
124134,188.0,190.0,83.0,59,85,64,4.0,89.0,58,75,48,10.0
124135,183.0,175.0,47.0,61,79,61,4.0,52.0,59,51,28,10.0
124136,188.0,188.0,106.0,50,75,60,4.0,125.0,64,66,56,14.0
124137,173.0,175.0,63.0,63,77,65,1.0,79.0,50,70,46,8.0
124138,185.0,198.0,54.0,46,80,55,3.0,58.0,51,76,25,7.0
124139,183.0,190.0,87.0,52,80,60,5.0,104.0,54,70,57,14.0
124140,178.0,180.0,101.0,56,61,50,10.0,89.0,67,60,51,10.0
124141,188.0,185.0,85.0,51,65,56,6.0,61.0,37,78,47,7.0
124142,183.0,188.0,105.0,58,75,61,4.0,95.0,62,74,52,5.0
124143,188.0,173.0,67.0,64,81,37,5.0,68.0,66,62,47,9.0
124144,185.0,183.0,92.0,65,78,46,7.0,89.0,58,76,43,10.0
124145,178.0,188.0,94.0,50,74,46,13.0,87.0,54,57,37,12.0
124146,183.0,188.0,67.0,52,68,56,8.0,49.0,57,60,33,5.0
124147,185.0,178.0,55.0,69,76,52,5.0,53.0,71,57,33,5.0
124148,183.0,185.0,95.0,58,76,56,5.0,86.0,61,81,51,2.0
124149,190.0,188.0,61.0,50,93,56,0.0,64.0,40,84,44,6.0
124150,188.0,188.0,55.0,50,75,59,3.0,56.0,62,62,33,6.0
124151,185.0,180.0,56.0,48,70,68,4.0,68.0,44,63,47,9.0
124152,193.0,183.0,91.0,47,88,60,5.0,90.0,57,76,68,4.0
124153,185.0,188.0,57.0,59,79,47,4.0,60.0,60,72,20,10.0
124154,175.0,173.0,92.0,50,76,50,5.0,77.0,53,80,36,8.0
124155,178.0,188.0,67.0,56,81,58,4.0,59.0,64,71,47,2.0
124156,190.0,180.0,59.0,62,83,54,3.0,74.0,48,52,55,10.0
124157,185.0,193.0,61.0,57,77,50,4.0,61.0,59,69,32,9.0
124158,175.0,180.0,41.0,51,90,55,2.0,76.0,46,51,43,15.0
124159,190.0,185.0,75.0,72,64,57,6.0,81.0,66,72,29,9.0
124160,190.0,183.0,41.0,60,96,56,1.0,57.0,56,53,52,9.0
124161,183.0,190.0,41.0,43,88,60,2.0,52.0,53,53,33,9.0
124162,198.0,173.0,77.0,66,76,46,6.0,114.0,62,64,37,15.0
124163,180.0,188.0,53.0,58,80,72,0.0,59.0,47,82,48,3.0
124164,185.0,175.0,44.0,54,87,75,0.0,58.0,46,77,41,10.0
124165,180.0,188.0,55.0,50,60,70,5.0,57.0,47,70,26,7.0
124166,188.0,170.0,47.0,59,75,47,5.0,69.0,46,62,21,15.0
124167,196.0,180.0,62.0,53,81,48,4.0,47.0,57,66,50,4.0
124168,183.0,180.0,41.0,65,88,85,0.0,61.0,42,76,37,8.0
124169,190.0,180.0,49.0,55,88,59,2.0,51.0,68,54,62,6.0
124170,193.0,183.0,48.0,56,77,57,2.0,47.0,57,59,20,11.0
124171,175.0,175.0,66.0,62,70,52,8.0,57.0,59,58,39,8.0
124172,183.0,190.0,53.0,47,88,71,3.0,53.0,54,82,50,3.0
124173,185.0,188.0,60.0,63,89,54,2.0,67.0,49,78,47,5.0
124174,185.0,183.0,57.0,50,79,57,1.0,57.0,56,65,48,9.0
124175,185.0,190.0,61.0,60,81,62,1.0,57.0,43,84,40,5.0
124176,173.0,190.0,100.0,49,79,49,6.0,117.0,41,79,47,13.0
124177,193.0,185.0,65.0,52,73,64,2.0,65.0,46,73,48,2.0
124178,175.0,185.0,48.0,60,72,68,2.0,48.0,58,64,35,6.0
124179,193.0,185.0,74.0,58,83,58,3.0,92.0,64,66,48,5.0
124180,175.0,180.0,74.0,58,72,61,2.0,69.0,65,68,62,5.0
124181,190.0,188.0,94.0,48,78,64,4.0,77.0,59,91,54,1.0
124182,193.0,185.0,51.0,49,88,69,0.0,47.0,46,86,48,2.0
124183,175.0,185.0,68.0,52,77,56,2.0,56.0,48,81,58,5.0
124184,190.0,178.0,45.0,64,86,68,0.0,65.0,50,63,46,11.0
124185,185.0,175.0,105.0,53,66,44,8.0,94.0,46,68,40,12.0
124186,190.0,190.0,63.0,50,87,61,3.0,71.0,50,80,37,3.0
124187,183.0,198.0,64.0,56,77,71,2.0,76.0,52,67,38,7.0
124188,185.0,180.0,58.0,70,68,58,5.0,49.0,53,57,56,4.0
124189,180.0,188.0,84.0,48,90,53,8.0,74.0,51,76,41,5.0
124190,196.0,183.0,35.0,65,86,66,0.0,52.0,61,56,25,8.0
124191,193.0,190.0,66.0,56,75,79,3.0,94.0,64,63,54,12.0
124192,175.0,183.0,105.0,60,75,51,10.0,102.0,51,73,55,12.0
124193,185.0,185.0,41.0,65,85,71,0.0,43.0,41,72,32,7.0
124194,185.0,173.0,78.0,57,75,42,10.0,74.0,67,64,45,8.0
124195,175.0,193.0,64.0,60,71,52,3.0,60.0,51,51,48,6.0
124196,193.0,175.0,81.0,56,89,57,5.0,86.0,55,81,50,3.0
124197,190.0,193.0,32.0,71,86,88,0.0,48.0,45,77,23,9.0
124198,190.0,175.0,84.0,59,66,44,10.0,82.0,52,60,43,11.0
124199,190.0,185.0,74.0,51,84,50,5.0,60.0,58,74,44,5.0
124200,185.0,183.0,69.0,59,73,50,8.0,77.0,37,82,35,12.0
124201,180.0,196.0,88.0,57,78,45,9.0,97.0,56,83,40,8.0
124202,193.0,175.0,55.0,54,73,64,6.0,58.0,44,65,34,8.0
124203,185.0,185.0,63.0,61,82,58,0.0,83.0,59,73,35,11.0
124204,193.0,175.0,48.0,47,78,68,2.0,48.0,70,52,50,7.0
124205,190.0,190.0,74.0,52,82,62,9.0,92.0,45,78,50,9.0
124206,185.0,190.0,93.0,56,62,57,13.0,112.0,49,60,40,20.0
124207,180.0,193.0,117.0,56,68,54,7.0,116.0,46,75,41,7.0
124208,185.0,193.0,96.0,58,85,62,3.0,145.0,56,78,47,15.0
124209,190.0,185.0,78.0,53,83,50,5.0,87.0,63,72,50,7.0
124210,185.0,180.0,56.0,57,87,45,1.0,55.0,49,59,64,6.0
124211,190.0,185.0,49.0,55,81,59,2.0,50.0,57,65,38,6.0
124212,190.0,190.0,64.0,54,80,75,1.0,79.0,58,73,51,7.0
124213,183.0,183.0,85.0,61,75,63,4.0,82.0,47,82,51,3.0
124214,193.0,185.0,92.0,58,90,65,3.0,102.0,64,75,55,5.0
124215,188.0,180.0,49.0,51,92,70,0.0,59.0,45,66,53,5.0
124216,180.0,185.0,56.0,76,81,46,3.0,60.0,60,47,62,6.0
124217,193.0,185.0,62.0,53,90,72,0.0,70.0,55,76,61,5.0
124218,178.0,175.0,67.0,53,63,58,9.0,81.0,67,52,46,8.0
124219,190.0,180.0,50.0,52,88,50,3.0,43.0,62,51,50,4.0
124220,188.0,173.0,54.0,59,59,59,5.0,63.0,58,56,38,15.0
124221,190.0,178.0,53.0,56,73,65,5.0,65.0,66,58,50,6.0
124222,175.0,188.0,56.0,55,77,60,5.0,80.0,67,48,53,13.0
124223,185.0,188.0,49.0,57,78,71,1.0,74.0,72,55,45,9.0
124224,188.0,190.0,65.0,66,76,40,5.0,62.0,61,60,50,6.0
124225,196.0,193.0,65.0,52,79,58,6.0,71.0,63,64,46,6.0
124226,185.0,196.0,63.0,53,79,55,4.0,61.0,50,74,50,6.0
124227,193.0,188.0,60.0,43,84,61,2.0,46.0,69,78,50,3.0
124228,190.0,183.0,62.0,72,80,58,2.0,66.0,57,65,57,5.0
124229,188.0,193.0,46.0,60,82,66,1.0,55.0,60,51,50,9.0
124230,180.0,193.0,87.0,70,68,57,6.0,103.0,57,76,40,8.0
124231,190.0,178.0,52.0,55,82,60,1.0,48.0,58,50,60,6.0
124232,188.0,190.0,72.0,65,76,60,6.0,63.0,66,76,61,5.0
124233,185.0,175.0,74.0,54,92,41,4.0,95.0,58,67,46,7.0
124234,188.0,196.0,89.0,51,86,60,2.0,97.0,64,79,47,11.0
124235,185.0,193.0,59.0,42,92,70,2.0,54.0,57,67,56,3.0
124236,190.0,188.0,47.0,59,89,57,0.0,53.0,58,67,45,6.0
124237,180.0,190.0,56.0,76,76,61,0.0,71.0,61,70,33,12.0
124238,185.0,188.0,84.0,48,80,51,6.0,85.0,70,73,44,9.0
124239,185.0,188.0,103.0,56,72,51,14.0,91.0,56,64,57,9.0
124240,180.0,190.0,89.0,69,75,59,5.0,95.0,56,75,41,9.0
124241,185.0,185.0,68.0,63,81,64,3.0,57.0,66,81,63,1.0
124242,180.0,185.0,71.0,80,63,57,7.0,63.0,53,67,34,7.0
124243,180.0,180.0,80.0,66,66,55,5.0,112.0,51,67,44,16.0
124244,185.0,188.0,39.0,38,86,58,1.0,36.0,58,38,13,6.0
124245,180.0,196.0,80.0,53,72,43,9.0,63.0,46,68,35,12.0
124246,190.0,193.0,55.0,43,79,77,1.0,57.0,54,74,46,3.0
124247,196.0,188.0,99.0,47,78,57,2.0,102.0,58,63,57,15.0
124248,190.0,190.0,46.0,73,91,75,0.0,63.0,34,68,48,10.0
124249,188.0,188.0,53.0,47,76,67,1.0,61.0,59,75,44,8.0
124250,190.0,185.0,92.0,54,74,52,4.0,101.0,59,65,51,13.0
124251,193.0,173.0,37.0,64,91,76,0.0,51.0,60,64,35,7.0
124252,185.0,178.0,63.0,50,81,61,3.0,67.0,50,64,60,6.0
124254,188.0,183.0,64.0,53,73,66,3.0,67.0,61,68,50,10.0
124255,193.0,185.0,64.0,53,82,53,2.0,54.0,64,62,47,5.0
124256,175.0,178.0,57.0,50,79,53,3.0,50.0,72,66,21,6.0
124257,178.0,185.0,50.0,36,83,62,0.0,40.0,62,48,53,4.0
124258,180.0,183.0,52.0,34,77,61,1.0,46.0,73,58,25,7.0
124259,180.0,185.0,56.0,64,63,70,1.0,55.0,49,66,39,8.0
124260,180.0,190.0,82.0,67,67,74,6.0,69.0,53,75,62,1.0
124261,190.0,196.0,118.0,67,72,65,3.0,115.0,50,79,52,8.0
124262,190.0,188.0,75.0,48,91,64,2.0,66.0,65,81,73,0.0
124263,185.0,193.0,50.0,60,86,70,0.0,58.0,56,72,44,5.0
124264,188.0,185.0,93.0,60,64,51,16.0,87.0,62,62,42,12.0
124265,193.0,175.0,49.0,61,90,52,1.0,45.0,48,68,39,5.0
124266,180.0,178.0,97.0,43,73,52,5.0,120.0,35,62,48,13.0
124267,180.0,180.0,52.0,55,72,65,1.0,56.0,41,60,42,9.0
124268,190.0,190.0,50.0,57,75,57,3.0,45.0,55,56,25,8.0
124269,185.0,188.0,80.0,57,80,50,3.0,109.0,59,58,50,16.0
124270,193.0,180.0,77.0,57,84,60,7.0,96.0,42,60,56,14.0
124271,180.0,190.0,55.0,70,79,56,3.0,60.0,51,77,37,8.0
124272,193.0,185.0,56.0,67,84,38,6.0,57.0,63,69,42,8.0
124273,193.0,180.0,52.0,57,93,54,0.0,47.0,55,65,61,3.0
124274,188.0,190.0,42.0,66,82,71,1.0,32.0,50,56,37,5.0
124275,190.0,173.0,109.0,69,55,51,15.0,83.0,74,61,33,10.0
124276,185.0,193.0,95.0,47,71,72,8.0,110.0,60,75,40,13.0
