,winner_ht,loser_ht,w_#ServePoints,w_%1stServesIn,w_%1stWon,w_%2ndWon,w_#bpFaced,l_#ServePoints,l_%1stServesIn,l_%1stWon,l_%2ndWon,l_#bpFaced
123557,180.0,196.0,77.0,54,66,51,7.0,74.0,60,64,37,10.0
123558,188.0,185.0,48.0,45,90,69,0.0,43.0,51,63,57,7.0
123559,183.0,185.0,82.0,52,62,58,7.0,92.0,46,62,36,16.0
123560,180.0,175.0,50.0,70,68,60,4.0,60.0,43,57,38,11.0
123561,183.0,190.0,57.0,52,83,70,0.0,69.0,62,62,53,6.0
123562,188.0,180.0,60.0,56,76,53,4.0,70.0,60,61,35,9.0
123563,178.0,180.0,88.0,39,77,54,4.0,104.0,53,71,45,13.0
123564,190.0,188.0,97.0,50,79,43,10.0,71.0,53,84,45,5.0
123565,180.0,188.0,48.0,81,84,88,0.0,63.0,49,74,50,8.0
123566,183.0,180.0,48.0,56,66,47,5.0,70.0,52,56,36,12.0
123567,190.0,175.0,73.0,72,73,45,4.0,68.0,69,61,61,8.0
123569,180.0,188.0,80.0,51,73,51,11.0,67.0,55,54,43,9.0
123570,185.0,193.0,48.0,60,79,63,1.0,45.0,48,59,39,4.0
123571,196.0,175.0,82.0,47,76,60,3.0,81.0,54,70,51,5.0
123572,180.0,180.0,92.0,52,81,54,3.0,101.0,37,84,41,10.0
123574,183.0,175.0,81.0,56,63,51,7.0,83.0,53,52,38,13.0
123575,185.0,193.0,41.0,56,86,66,0.0,38.0,52,40,55,4.0
123576,180.0,188.0,59.0,69,68,61,3.0,66.0,60,70,26,10.0
123577,185.0,193.0,52.0,55,79,47,5.0,76.0,68,63,20,12.0
123578,188.0,190.0,97.0,55,74,65,3.0,79.0,53,88,56,2.0
123579,183.0,183.0,88.0,50,65,50,9.0,97.0,61,60,45,10.0
123580,173.0,185.0,54.0,51,82,50,1.0,90.0,45,70,44,14.0
123581,190.0,193.0,52.0,53,89,62,1.0,62.0,62,79,26,7.0
123582,193.0,180.0,82.0,74,75,66,4.0,75.0,52,84,55,0.0
123583,188.0,180.0,60.0,51,77,51,2.0,59.0,38,69,47,6.0
123584,180.0,173.0,68.0,48,69,60,6.0,63.0,53,61,41,11.0
123585,188.0,173.0,53.0,56,76,47,9.0,51.0,54,64,26,9.0
123586,175.0,183.0,61.0,57,85,53,1.0,59.0,40,75,45,4.0
123587,178.0,185.0,109.0,73,63,44,12.0,92.0,48,66,51,6.0
123588,175.0,196.0,87.0,58,68,66,7.0,102.0,48,77,37,7.0
123589,183.0,180.0,57.0,61,77,36,10.0,64.0,50,68,25,8.0
123590,188.0,175.0,45.0,55,84,65,2.0,50.0,48,66,30,7.0
123591,185.0,183.0,80.0,56,73,45,9.0,80.0,57,67,41,11.0
123592,190.0,180.0,75.0,44,69,59,5.0,69.0,59,70,50,8.0
123593,175.0,183.0,70.0,62,77,46,5.0,66.0,46,77,51,5.0
123594,188.0,185.0,80.0,52,76,44,5.0,108.0,50,63,45,15.0
123595,183.0,178.0,43.0,72,83,58,0.0,46.0,47,59,45,4.0
123596,190.0,190.0,69.0,52,77,60,5.0,70.0,51,63,41,16.0
123597,190.0,180.0,39.0,46,88,42,2.0,41.0,51,85,45,1.0
123598,183.0,185.0,69.0,53,64,62,5.0,66.0,51,70,46,7.0
123599,190.0,193.0,79.0,69,61,54,5.0,109.0,70,51,56,11.0
123600,180.0,190.0,101.0,48,73,50,5.0,81.0,48,76,57,6.0
123601,185.0,196.0,85.0,54,73,56,7.0,101.0,56,75,31,10.0
123602,180.0,188.0,83.0,55,69,62,8.0,82.0,65,61,50,5.0
123603,185.0,183.0,84.0,71,80,45,2.0,75.0,73,65,60,4.0
123604,180.0,185.0,47.0,51,87,52,2.0,49.0,48,66,28,7.0
123605,188.0,183.0,82.0,60,80,56,1.0,82.0,52,67,48,7.0
123606,190.0,173.0,73.0,56,73,37,5.0,74.0,64,72,46,4.0
123607,193.0,188.0,73.0,54,85,57,1.0,61.0,62,65,65,2.0
123608,180.0,188.0,46.0,67,87,53,2.0,55.0,47,61,37,6.0
123609,178.0,175.0,65.0,44,65,58,6.0,62.0,41,65,38,9.0
123610,183.0,175.0,75.0,62,65,50,6.0,85.0,54,63,41,8.0
123611,188.0,185.0,60.0,71,86,58,1.0,72.0,63,69,42,3.0
123612,175.0,190.0,49.0,59,72,55,5.0,70.0,62,59,30,9.0
123613,183.0,188.0,81.0,50,60,60,9.0,68.0,52,63,43,11.0
123614,190.0,190.0,101.0,60,80,50,9.0,94.0,51,72,39,8.0
123615,183.0,190.0,52.0,50,76,61,7.0,44.0,52,52,23,12.0
123616,185.0,180.0,125.0,59,79,47,6.0,120.0,54,73,56,9.0
123617,185.0,180.0,61.0,55,70,59,7.0,57.0,36,71,44,6.0
123619,193.0,190.0,101.0,54,69,63,5.0,82.0,51,78,57,9.0
123620,180.0,178.0,73.0,56,68,59,6.0,84.0,47,60,45,11.0
123621,188.0,183.0,76.0,48,72,48,9.0,72.0,63,58,38,5.0
123622,175.0,183.0,72.0,55,72,40,4.0,69.0,60,59,25,15.0
123623,190.0,183.0,48.0,56,81,47,3.0,45.0,53,45,38,10.0
123624,185.0,185.0,50.0,68,88,37,2.0,49.0,51,64,37,8.0
123625,180.0,193.0,52.0,75,76,61,2.0,69.0,55,65,48,9.0
123626,180.0,188.0,51.0,52,92,45,5.0,46.0,45,80,32,7.0
123627,190.0,175.0,120.0,50,65,37,21.0,82.0,68,57,38,11.0
123628,180.0,185.0,72.0,70,78,61,3.0,79.0,62,71,26,9.0
123629,190.0,180.0,87.0,52,73,43,11.0,67.0,56,65,48,7.0
123630,180.0,190.0,80.0,76,73,63,1.0,73.0,41,73,39,8.0
123631,190.0,173.0,48.0,43,71,70,3.0,70.0,44,58,51,9.0
123632,188.0,185.0,47.0,46,90,56,3.0,41.0,46,42,40,7.0
123633,180.0,188.0,51.0,68,74,50,1.0,59.0,64,60,28,13.0
123634,190.0,183.0,60.0,58,85,52,2.0,64.0,56,80,35,5.0
123635,190.0,201.0,106.0,61,67,58,9.0,120.0,56,82,32,15.0
123636,193.0,190.0,92.0,46,93,51,5.0,79.0,59,70,50,6.0
123637,183.0,175.0,32.0,59,84,92,0.0,53.0,39,52,34,8.0
123638,190.0,175.0,76.0,47,80,45,8.0,64.0,64,70,34,9.0
123639,185.0,185.0,65.0,66,76,54,1.0,53.0,50,77,57,2.0
123640,178.0,183.0,54.0,55,70,66,1.0,40.0,60,62,18,5.0
123641,190.0,175.0,73.0,50,72,50,11.0,72.0,58,59,43,11.0
123642,175.0,175.0,36.0,66,87,58,0.0,50.0,50,48,32,9.0
123643,185.0,193.0,47.0,63,80,76,1.0,40.0,65,73,50,3.0
123644,185.0,180.0,80.0,65,67,50,6.0,70.0,47,57,56,9.0
123645,193.0,190.0,103.0,66,72,40,5.0,103.0,65,64,52,14.0
123646,180.0,175.0,128.0,45,74,50,15.0,106.0,54,67,54,3.0
123647,188.0,188.0,64.0,51,75,54,5.0,80.0,63,54,37,13.0
123648,183.0,193.0,57.0,56,84,64,4.0,59.0,64,68,33,3.0
123649,188.0,196.0,66.0,57,84,75,2.0,53.0,58,96,50,2.0
123650,185.0,180.0,96.0,66,64,53,8.0,97.0,53,65,46,15.0
123651,188.0,196.0,116.0,61,76,46,6.0,92.0,53,81,58,7.0
123652,183.0,185.0,88.0,50,68,54,10.0,101.0,57,65,46,18.0
123653,188.0,188.0,83.0,59,73,47,5.0,86.0,67,65,53,4.0
123654,180.0,175.0,54.0,59,75,40,6.0,42.0,45,42,43,7.0
123655,180.0,180.0,66.0,46,90,51,7.0,82.0,65,48,57,12.0
123656,185.0,183.0,121.0,55,67,44,15.0,79.0,72,57,50,11.0
123657,188.0,183.0,57.0,47,81,53,6.0,60.0,60,55,41,10.0
123658,183.0,183.0,136.0,58,69,45,12.0,123.0,55,70,50,7.0
123659,173.0,180.0,42.0,54,73,68,2.0,40.0,40,56,29,6.0
123660,180.0,180.0,37.0,48,83,73,0.0,39.0,69,40,25,6.0
123661,185.0,180.0,86.0,50,62,60,5.0,89.0,56,60,53,6.0
123662,180.0,193.0,74.0,44,78,56,4.0,71.0,61,56,55,6.0
123663,190.0,188.0,82.0,59,89,45,2.0,103.0,53,78,39,9.0
123664,190.0,180.0,60.0,53,78,60,2.0,52.0,69,63,43,5.0
123665,193.0,190.0,68.0,58,92,53,7.0,64.0,62,67,54,4.0
123666,190.0,183.0,79.0,46,78,57,5.0,53.0,58,67,81,4.0
123667,185.0,178.0,75.0,48,83,51,2.0,83.0,49,63,50,7.0
123668,175.0,190.0,109.0,47,75,40,12.0,92.0,44,68,41,13.0
123669,185.0,185.0,46.0,63,86,58,1.0,57.0,61,62,31,7.0
123670,180.0,193.0,77.0,53,65,52,7.0,69.0,60,61,48,8.0
123671,188.0,183.0,62.0,61,78,54,4.0,44.0,52,56,66,5.0
123672,185.0,188.0,57.0,54,70,61,6.0,56.0,62,45,47,8.0
123673,183.0,188.0,60.0,46,75,53,2.0,38.0,44,58,57,4.0
123674,180.0,188.0,73.0,60,68,58,5.0,62.0,54,67,50,3.0
123675,180.0,185.0,62.0,54,76,57,0.0,67.0,62,71,32,6.0
123676,188.0,183.0,35.0,57,75,53,3.0,30.0,50,53,33,5.0
123677,173.0,180.0,59.0,59,74,58,2.0,69.0,39,74,45,5.0
123678,185.0,180.0,97.0,41,82,42,5.0,94.0,42,72,38,14.0
123679,190.0,190.0,75.0,58,77,51,2.0,74.0,60,73,51,6.0
123680,190.0,193.0,77.0,50,82,63,2.0,104.0,54,75,40,10.0
123681,185.0,175.0,61.0,54,81,57,4.0,72.0,65,59,44,8.0
123682,185.0,180.0,88.0,78,71,57,7.0,82.0,53,65,63,8.0
123683,188.0,185.0,71.0,56,75,48,7.0,68.0,61,73,34,6.0
123684,180.0,183.0,87.0,59,75,60,4.0,97.0,40,76,55,11.0
123685,180.0,188.0,43.0,55,87,78,0.0,62.0,56,68,40,7.0
123686,185.0,173.0,32.0,53,82,93,0.0,56.0,53,60,26,11.0
123687,190.0,190.0,62.0,58,77,61,3.0,60.0,56,82,38,5.0
123688,185.0,185.0,86.0,56,85,70,2.0,110.0,62,69,60,3.0
123689,180.0,188.0,39.0,61,75,53,2.0,47.0,40,47,32,9.0
123690,180.0,185.0,45.0,53,75,42,2.0,55.0,52,51,30,9.0
123691,185.0,190.0,61.0,60,72,33,4.0,61.0,55,67,33,7.0
123692,180.0,180.0,81.0,67,65,50,9.0,78.0,44,80,39,6.0
123693,180.0,185.0,106.0,78,69,69,4.0,94.0,51,81,41,10.0
123694,196.0,193.0,93.0,58,85,56,2.0,98.0,54,75,55,8.0
123695,180.0,188.0,103.0,54,76,48,8.0,85.0,63,77,58,6.0
123696,180.0,188.0,93.0,55,75,51,8.0,85.0,58,76,28,16.0
123697,183.0,180.0,59.0,50,73,58,2.0,46.0,52,75,40,4.0
123698,185.0,190.0,94.0,62,69,48,5.0,131.0,49,61,51,20.0
123699,185.0,183.0,47.0,44,85,65,4.0,53.0,45,66,37,7.0
123700,185.0,178.0,73.0,53,74,61,4.0,96.0,46,62,52,9.0
123701,193.0,183.0,77.0,57,90,48,4.0,59.0,59,82,70,5.0
123702,175.0,180.0,65.0,50,87,46,2.0,59.0,37,68,48,6.0
123703,185.0,180.0,56.0,51,75,55,3.0,73.0,53,56,41,7.0
123704,193.0,185.0,115.0,55,65,62,11.0,105.0,46,73,48,9.0
123705,180.0,183.0,123.0,53,77,50,7.0,125.0,55,76,51,14.0
123706,173.0,201.0,78.0,55,74,65,1.0,69.0,53,86,50,5.0
123707,183.0,196.0,72.0,63,65,50,6.0,92.0,54,57,40,13.0
123708,183.0,190.0,53.0,49,73,48,5.0,70.0,64,48,44,9.0
123709,190.0,183.0,45.0,53,87,66,0.0,43.0,48,66,36,7.0
123710,180.0,196.0,152.0,55,71,52,10.0,106.0,65,79,56,3.0
123711,180.0,183.0,87.0,48,78,42,5.0,90.0,52,76,46,9.0
123712,185.0,185.0,56.0,60,73,63,5.0,73.0,49,66,48,6.0
123713,193.0,185.0,103.0,51,83,56,5.0,112.0,59,77,53,7.0
123714,185.0,175.0,99.0,59,76,50,10.0,93.0,49,76,48,10.0
123715,180.0,193.0,99.0,45,80,44,13.0,80.0,61,63,45,10.0
123716,183.0,173.0,54.0,55,70,62,4.0,65.0,47,64,50,13.0
123717,183.0,190.0,51.0,60,83,50,2.0,60.0,45,77,36,7.0
123718,180.0,180.0,77.0,48,83,60,4.0,104.0,44,78,44,13.0
123719,185.0,193.0,43.0,53,82,55,2.0,50.0,52,65,25,8.0
123720,185.0,180.0,45.0,53,75,61,3.0,64.0,37,62,45,11.0
123721,183.0,183.0,68.0,63,65,44,3.0,72.0,56,60,45,11.0
123722,185.0,180.0,57.0,49,78,55,3.0,60.0,63,55,45,10.0
123723,185.0,183.0,87.0,60,69,61,6.0,100.0,67,65,36,11.0
123724,185.0,185.0,116.0,54,73,45,18.0,109.0,50,80,42,9.0
123725,193.0,185.0,80.0,47,73,59,6.0,73.0,46,82,46,8.0
123726,185.0,183.0,63.0,66,73,57,5.0,72.0,36,61,45,14.0
123727,193.0,180.0,55.0,56,80,50,3.0,51.0,23,75,38,7.0
123728,201.0,193.0,101.0,59,90,43,4.0,105.0,55,77,57,5.0
123729,178.0,183.0,99.0,46,76,41,13.0,121.0,60,65,37,15.0
123730,190.0,188.0,70.0,58,87,55,0.0,71.0,57,73,63,2.0
123731,188.0,185.0,96.0,60,74,42,9.0,118.0,61,68,39,15.0
123732,190.0,193.0,129.0,50,76,45,10.0,87.0,57,68,40,8.0
123733,185.0,180.0,43.0,53,91,60,4.0,66.0,37,56,41,9.0
123734,190.0,188.0,77.0,51,72,54,3.0,66.0,68,73,47,5.0
123735,188.0,185.0,110.0,60,70,46,12.0,116.0,48,80,43,14.0
123736,193.0,183.0,76.0,51,87,51,8.0,64.0,34,77,57,4.0
123737,193.0,183.0,130.0,56,72,43,13.0,111.0,56,76,52,6.0
123738,180.0,185.0,91.0,47,69,56,9.0,99.0,56,78,44,11.0
123739,188.0,183.0,80.0,51,56,51,9.0,73.0,58,51,40,10.0
123740,190.0,180.0,113.0,46,52,63,13.0,92.0,60,67,47,11.0
123741,193.0,185.0,47.0,53,76,59,1.0,54.0,59,81,59,7.0
123742,193.0,201.0,22.0,63,100,75,0.0,36.0,58,66,33,5.0
123743,190.0,178.0,72.0,61,84,42,1.0,80.0,66,69,51,5.0
123744,190.0,188.0,68.0,61,80,57,6.0,67.0,56,84,24,8.0
123745,185.0,190.0,91.0,52,77,37,5.0,82.0,50,65,48,10.0
123747,180.0,193.0,54.0,46,96,62,2.0,55.0,58,78,43,7.0
123748,190.0,188.0,46.0,52,91,63,0.0,43.0,55,70,47,5.0
123749,193.0,193.0,52.0,65,76,72,3.0,70.0,48,70,36,9.0
123750,190.0,190.0,75.0,62,80,46,5.0,56.0,48,70,62,4.0
123751,185.0,193.0,52.0,59,87,66,1.0,65.0,50,84,46,8.0
123752,190.0,180.0,62.0,58,77,57,2.0,53.0,58,80,45,5.0
123753,190.0,193.0,81.0,55,86,61,3.0,70.0,70,85,66,1.0
123754,185.0,190.0,88.0,52,78,52,7.0,97.0,46,64,44,9.0
123755,185.0,190.0,103.0,55,66,60,7.0,113.0,58,63,46,14.0
123756,183.0,180.0,65.0,43,78,59,5.0,60.0,65,74,42,6.0
123757,170.0,178.0,55.0,49,70,53,9.0,61.0,52,59,31,7.0
123758,183.0,183.0,68.0,51,77,45,10.0,58.0,48,75,30,5.0
123759,188.0,178.0,37.0,45,70,70,3.0,41.0,46,31,31,7.0
123760,180.0,178.0,85.0,52,71,50,8.0,79.0,48,71,43,7.0
123761,185.0,185.0,84.0,45,73,39,10.0,87.0,58,45,52,13.0
123762,190.0,188.0,50.0,52,88,54,2.0,66.0,65,53,39,11.0
123763,180.0,193.0,80.0,57,71,61,4.0,73.0,65,64,56,10.0
123764,175.0,168.0,100.0,64,65,50,9.0,80.0,52,66,42,7.0
123765,175.0,183.0,69.0,55,78,54,3.0,88.0,62,61,48,16.0
123766,180.0,185.0,52.0,55,65,56,3.0,53.0,54,55,25,7.0
123767,175.0,183.0,57.0,73,78,46,3.0,66.0,54,61,46,5.0
123768,185.0,201.0,62.0,56,65,55,7.0,47.0,51,50,39,8.0
123769,180.0,183.0,55.0,56,70,62,1.0,54.0,51,60,42,6.0
123770,188.0,185.0,76.0,63,81,53,6.0,84.0,57,72,52,10.0
123771,198.0,185.0,85.0,60,84,52,2.0,93.0,61,78,52,6.0
123772,170.0,183.0,84.0,67,66,51,6.0,65.0,52,61,54,7.0
123773,188.0,183.0,91.0,65,75,35,9.0,81.0,62,66,40,11.0
123774,185.0,180.0,43.0,60,80,58,3.0,54.0,57,48,34,13.0
123775,180.0,190.0,92.0,51,72,60,5.0,110.0,44,75,39,12.0
123776,175.0,175.0,18.0,61,100,42,0.0,24.0,50,83,50,2.0
123777,180.0,175.0,76.0,65,66,61,6.0,78.0,65,58,59,6.0
123778,180.0,185.0,80.0,55,63,75,7.0,91.0,65,71,41,8.0
123779,188.0,198.0,53.0,52,96,60,1.0,62.0,51,81,36,8.0
123780,188.0,170.0,30.0,83,88,40,0.0,65.0,56,54,25,15.0
123781,185.0,180.0,60.0,55,81,55,3.0,57.0,56,65,40,7.0
123782,175.0,180.0,96.0,62,75,63,4.0,107.0,62,65,45,14.0
123783,188.0,180.0,48.0,66,81,87,0.0,68.0,61,73,46,9.0
123784,185.0,188.0,94.0,60,77,48,10.0,89.0,61,69,52,10.0
123785,188.0,175.0,48.0,66,78,56,1.0,63.0,55,57,39,11.0
123786,188.0,185.0,60.0,61,75,56,1.0,51.0,60,64,50,6.0
123787,185.0,193.0,43.0,74,75,54,1.0,40.0,60,41,37,6.0
123788,190.0,190.0,93.0,53,66,48,13.0,76.0,55,59,50,7.0
123789,188.0,193.0,103.0,54,58,63,6.0,142.0,57,66,44,18.0
123790,185.0,175.0,78.0,62,67,37,13.0,61.0,57,60,34,10.0
123791,175.0,183.0,65.0,58,65,70,4.0,69.0,57,70,51,6.0
123792,188.0,190.0,47.0,57,77,50,3.0,53.0,67,50,35,10.0
123793,183.0,193.0,87.0,79,66,61,8.0,74.0,52,79,45,3.0
123794,185.0,180.0,113.0,64,67,52,12.0,105.0,42,64,43,12.0
123795,188.0,185.0,40.0,62,84,73,0.0,50.0,44,54,50,5.0
123797,180.0,180.0,62.0,56,54,59,8.0,62.0,48,50,40,13.0
123798,188.0,185.0,52.0,51,66,64,4.0,34.0,35,50,36,9.0
123799,180.0,183.0,64.0,62,70,58,7.0,89.0,49,50,57,14.0
123800,175.0,188.0,68.0,58,70,57,7.0,53.0,69,70,43,3.0
123801,175.0,185.0,78.0,56,70,47,11.0,59.0,55,63,38,10.0
123802,185.0,178.0,42.0,61,80,56,2.0,43.0,53,60,30,8.0
123803,183.0,188.0,50.0,74,67,46,3.0,57.0,54,35,46,10.0
123804,173.0,188.0,53.0,43,73,70,1.0,48.0,52,76,47,2.0
123805,175.0,180.0,55.0,56,70,66,3.0,74.0,55,53,42,16.0
123806,183.0,180.0,59.0,55,75,53,9.0,61.0,47,72,31,6.0
123807,183.0,185.0,93.0,59,78,42,7.0,94.0,47,71,48,10.0
123808,183.0,183.0,35.0,85,83,60,0.0,62.0,45,46,38,8.0
123809,175.0,190.0,98.0,58,66,60,11.0,80.0,66,69,51,3.0
123810,178.0,190.0,92.0,73,72,58,8.0,133.0,61,65,43,18.0
123811,188.0,173.0,132.0,56,72,50,11.0,107.0,57,67,52,11.0
123812,188.0,180.0,48.0,56,85,61,0.0,63.0,80,56,41,7.0
123813,193.0,185.0,48.0,60,82,47,2.0,49.0,42,47,42,11.0
123814,190.0,180.0,84.0,57,60,52,6.0,96.0,51,57,46,13.0
123815,190.0,201.0,49.0,61,76,73,1.0,70.0,54,68,43,7.0
123816,188.0,196.0,43.0,60,69,47,6.0,64.0,37,70,20,10.0
123817,180.0,193.0,75.0,53,70,40,9.0,80.0,62,57,50,8.0
123818,190.0,193.0,85.0,54,65,58,5.0,114.0,53,65,41,17.0
123819,185.0,190.0,53.0,60,59,66,5.0,57.0,50,58,42,9.0
123820,185.0,188.0,91.0,43,75,54,10.0,78.0,55,65,57,5.0
123821,175.0,188.0,56.0,62,68,61,4.0,75.0,50,65,35,10.0
123822,185.0,183.0,105.0,68,52,63,8.0,102.0,74,52,50,11.0
123823,175.0,188.0,63.0,53,67,62,8.0,60.0,55,72,29,7.0
123824,188.0,180.0,58.0,48,67,76,2.0,72.0,58,66,46,9.0
123826,185.0,175.0,60.0,48,75,64,8.0,55.0,50,60,40,4.0
123827,173.0,183.0,71.0,40,72,45,10.0,76.0,57,52,31,14.0
123828,175.0,183.0,77.0,54,78,60,5.0,73.0,47,62,50,5.0
123829,183.0,183.0,72.0,68,55,52,12.0,80.0,55,56,47,8.0
123830,175.0,178.0,57.0,64,72,55,6.0,48.0,58,57,45,4.0
123831,188.0,188.0,69.0,53,70,50,5.0,77.0,37,72,43,8.0
123832,193.0,190.0,78.0,64,54,67,7.0,88.0,48,62,46,12.0
123833,188.0,190.0,87.0,43,65,48,9.0,76.0,47,69,47,11.0
123834,190.0,180.0,43.0,55,83,68,0.0,67.0,47,62,40,17.0
123835,185.0,185.0,43.0,65,75,80,0.0,58.0,70,43,58,12.0
123836,175.0,185.0,60.0,55,66,48,9.0,73.0,56,53,46,10.0
123837,175.0,188.0,68.0,57,74,55,2.0,75.0,53,55,51,10.0
123838,185.0,180.0,101.0,47,77,47,12.0,101.0,78,63,40,13.0
123839,175.0,173.0,66.0,43,72,64,3.0,68.0,45,70,35,8.0
123840,175.0,183.0,58.0,72,71,68,5.0,64.0,70,62,47,9.0
123841,193.0,188.0,63.0,57,72,66,7.0,68.0,54,56,45,10.0
123842,190.0,188.0,94.0,48,82,47,6.0,86.0,55,70,44,8.0
123843,175.0,185.0,57.0,77,68,69,2.0,71.0,54,56,53,9.0
123844,175.0,185.0,97.0,56,54,61,9.0,145.0,49,65,43,20.0
123845,175.0,175.0,85.0,45,74,54,6.0,93.0,70,57,40,14.0
123846,190.0,193.0,105.0,62,71,46,8.0,87.0,62,68,48,8.0
123847,175.0,175.0,55.0,52,65,53,5.0,70.0,68,52,45,10.0
123848,190.0,175.0,53.0,60,78,66,3.0,58.0,50,62,51,3.0
123849,190.0,175.0,92.0,54,68,59,5.0,93.0,46,51,56,13.0
123850,196.0,190.0,97.0,69,74,43,8.0,92.0,59,69,54,6.0
123851,180.0,185.0,70.0,45,62,57,8.0,66.0,53,60,51,11.0
123852,175.0,190.0,54.0,61,75,61,3.0,57.0,56,62,60,7.0
123853,190.0,185.0,55.0,58,84,47,2.0,54.0,57,74,34,6.0
123854,180.0,193.0,58.0,48,85,63,2.0,56.0,58,66,47,2.0
123855,188.0,180.0,83.0,66,70,57,7.0,74.0,52,66,60,4.0
123856,185.0,185.0,57.0,57,87,45,3.0,49.0,51,60,50,7.0
123857,183.0,188.0,75.0,64,72,62,7.0,95.0,57,72,37,14.0
123858,180.0,188.0,48.0,85,75,85,2.0,60.0,66,57,50,7.0
123859,178.0,180.0,57.0,56,68,60,4.0,63.0,49,48,43,8.0
123860,183.0,183.0,57.0,66,60,47,9.0,53.0,69,54,18,8.0
123861,198.0,190.0,66.0,56,70,51,5.0,71.0,56,60,35,8.0
123862,188.0,173.0,64.0,60,71,40,5.0,55.0,58,46,47,11.0
123863,180.0,183.0,67.0,77,71,40,7.0,53.0,62,63,40,6.0
123864,188.0,180.0,74.0,47,65,58,11.0,78.0,47,51,46,14.0
123865,185.0,190.0,67.0,55,72,63,2.0,74.0,50,62,59,8.0
123866,188.0,201.0,85.0,57,69,50,7.0,59.0,57,58,40,8.0
123867,188.0,180.0,51.0,54,67,65,2.0,69.0,44,64,34,15.0
123868,183.0,193.0,90.0,68,70,42,7.0,84.0,53,80,51,8.0
123869,175.0,183.0,77.0,55,72,52,11.0,88.0,57,58,37,13.0
123870,188.0,183.0,64.0,46,73,55,6.0,61.0,49,56,45,10.0
123871,175.0,193.0,85.0,56,64,56,12.0,73.0,52,68,40,9.0
123872,175.0,193.0,42.0,71,70,75,1.0,43.0,65,39,33,7.0
123873,190.0,185.0,119.0,56,70,57,11.0,100.0,63,76,43,12.0
123874,180.0,185.0,48.0,62,76,38,4.0,58.0,67,41,52,9.0
123875,180.0,185.0,76.0,64,73,59,7.0,98.0,63,67,38,9.0
123876,180.0,190.0,105.0,58,77,54,5.0,104.0,81,71,57,7.0
123877,183.0,185.0,51.0,62,78,68,0.0,52.0,51,59,52,6.0
123878,183.0,185.0,67.0,79,71,35,3.0,47.0,61,79,33,5.0
123879,175.0,185.0,65.0,58,65,55,4.0,61.0,47,55,53,9.0
123880,175.0,180.0,53.0,52,64,64,3.0,61.0,54,66,28,13.0
123881,193.0,190.0,51.0,58,80,57,2.0,67.0,50,58,51,10.0
123882,180.0,196.0,42.0,69,82,46,1.0,56.0,55,64,24,10.0
123883,190.0,175.0,61.0,50,70,56,5.0,55.0,58,53,52,8.0
123884,188.0,180.0,44.0,61,77,52,3.0,61.0,52,56,41,12.0
123885,183.0,185.0,80.0,58,65,54,7.0,90.0,54,59,46,11.0
123886,178.0,180.0,90.0,58,75,45,6.0,103.0,64,62,40,11.0
123887,183.0,198.0,58.0,63,75,52,2.0,75.0,58,61,48,6.0
123888,180.0,188.0,81.0,65,64,46,7.0,59.0,52,64,35,7.0
123889,185.0,188.0,84.0,53,68,48,6.0,83.0,51,72,32,14.0
123890,188.0,188.0,90.0,63,68,60,2.0,109.0,54,76,38,10.0
123891,175.0,183.0,105.0,53,67,55,12.0,97.0,45,75,43,11.0
123892,175.0,188.0,112.0,66,58,45,16.0,116.0,52,62,52,16.0
123893,175.0,190.0,52.0,71,75,60,2.0,54.0,61,60,33,8.0
123894,180.0,180.0,93.0,55,63,36,13.0,89.0,52,51,45,13.0
123895,180.0,183.0,54.0,55,66,54,2.0,70.0,51,58,41,9.0
123896,183.0,175.0,106.0,65,65,43,12.0,90.0,62,64,29,11.0
123897,175.0,193.0,60.0,56,76,65,2.0,58.0,56,63,40,5.0
123898,180.0,190.0,91.0,61,71,60,10.0,93.0,53,76,48,13.0
123899,183.0,188.0,61.0,63,74,59,3.0,72.0,44,84,37,8.0
123900,178.0,183.0,50.0,62,70,73,4.0,58.0,50,75,27,6.0
123901,180.0,185.0,45.0,71,75,61,3.0,37.0,59,54,20,9.0
123902,188.0,175.0,103.0,50,75,47,15.0,91.0,54,68,41,13.0
123903,175.0,175.0,60.0,63,63,36,8.0,60.0,60,55,25,12.0
123904,180.0,180.0,78.0,51,57,55,13.0,76.0,47,44,47,10.0
123905,183.0,175.0,58.0,63,64,38,6.0,81.0,69,44,52,12.0
123906,183.0,180.0,42.0,64,88,60,2.0,51.0,56,65,22,5.0
123907,180.0,178.0,36.0,86,64,80,5.0,58.0,53,38,33,14.0
123908,188.0,175.0,48.0,62,70,50,3.0,60.0,65,48,33,12.0
123909,180.0,183.0,63.0,61,79,54,3.0,54.0,61,60,47,5.0
123910,183.0,180.0,39.0,46,83,66,1.0,57.0,73,35,66,12.0
123911,188.0,180.0,92.0,63,67,47,5.0,80.0,51,56,48,10.0
123912,188.0,183.0,159.0,53,63,50,26.0,163.0,53,65,50,20.0
123913,190.0,193.0,113.0,57,69,58,4.0,125.0,58,73,36,10.0
123914,175.0,180.0,78.0,66,65,50,9.0,61.0,42,76,45,5.0
123915,178.0,185.0,66.0,54,66,70,5.0,73.0,47,74,42,9.0
123916,183.0,196.0,60.0,56,70,73,2.0,66.0,68,57,57,10.0
123917,180.0,190.0,102.0,47,64,61,8.0,104.0,58,62,44,7.0
123918,188.0,185.0,78.0,56,77,44,4.0,108.0,56,60,51,13.0
